,0,1,2,3,4,5,6,7,8
50,1,0,0,0,1113600,1,140250000,1,40800000
51,1,0,0,0,1113600,1,140250000,1,408000000
52,1,0,0,0,1113600,1,140250000,1,665600000
53,1,0,0,0,1113600,1,140250000,1,68000000
54,1,0,0,0,1113600,1,140250000,1,800000000
55,1,0,0,0,1113600,1,229500000,1,102000000
56,1,0,0,0,1113600,1,229500000,1,1062400000
57,1,0,0,0,1113600,1,229500000,1,1331200000
58,1,0,0,0,1113600,1,229500000,1,1600000000
59,1,0,0,0,1113600,1,229500000,1,1866000000
60,1,0,0,0,1113600,1,229500000,1,204000000
61,1,0,0,0,1113600,1,229500000,1,40800000
62,1,0,0,0,1113600,1,229500000,1,408000000
63,1,0,0,0,1113600,1,229500000,1,665600000
64,1,0,0,0,1113600,1,229500000,1,68000000
65,1,0,0,0,1113600,1,229500000,1,800000000
66,1,0,0,0,1113600,1,318750000,1,102000000
67,1,0,0,0,1113600,1,318750000,1,1062400000
68,1,0,0,0,1113600,1,318750000,1,1331200000
69,1,0,0,0,1113600,1,318750000,1,1600000000
70,1,0,0,0,1113600,1,318750000,1,1866000000
71,1,0,0,0,1113600,1,318750000,1,204000000
72,1,0,0,0,1113600,1,318750000,1,40800000
73,1,0,0,0,1113600,1,318750000,1,408000000
74,1,0,0,0,1113600,1,318750000,1,665600000
75,1,0,0,0,1113600,1,318750000,1,68000000
76,1,0,0,0,1113600,1,318750000,1,800000000
77,1,0,0,0,1113600,1,408000000,1,102000000
78,1,0,0,0,1113600,1,408000000,1,1062400000
79,1,0,0,0,1113600,1,408000000,1,1331200000
80,1,0,0,0,1113600,1,408000000,1,1600000000
81,1,0,0,0,1113600,1,408000000,1,1866000000
82,1,0,0,0,1113600,1,408000000,1,204000000
83,1,0,0,0,1113600,1,408000000,1,40800000
84,1,0,0,0,1113600,1,408000000,1,408000000
85,1,0,0,0,1113600,1,408000000,1,665600000
86,1,0,0,0,1113600,1,408000000,1,68000000
87,1,0,0,0,1113600,1,408000000,1,800000000
88,1,0,0,0,1113600,1,497250000,1,102000000
89,1,0,0,0,1113600,1,497250000,1,1062400000
90,1,0,0,0,1113600,1,497250000,1,1331200000
91,1,0,0,0,1113600,1,497250000,1,1600000000
92,1,0,0,0,1113600,1,497250000,1,1866000000
93,1,0,0,0,1113600,1,497250000,1,204000000
94,1,0,0,0,1113600,1,497250000,1,40800000
95,1,0,0,0,1113600,1,497250000,1,408000000
96,1,0,0,0,1113600,1,497250000,1,665600000
97,1,0,0,0,1113600,1,497250000,1,68000000
98,1,0,0,0,1113600,1,497250000,1,800000000
99,1,0,0,0,1113600,1,586500000,1,102000000
100,1,0,0,0,1113600,1,586500000,1,1062400000
101,1,0,0,0,1113600,1,586500000,1,1331200000
102,1,0,0,0,1113600,1,586500000,1,1600000000
103,1,0,0,0,1113600,1,586500000,1,1866000000
104,1,0,0,0,1113600,1,586500000,1,204000000
105,1,0,0,0,1113600,1,586500000,1,40800000
106,1,0,0,0,1113600,1,586500000,1,408000000
107,1,0,0,0,1113600,1,586500000,1,665600000
108,1,0,0,0,1113600,1,586500000,1,68000000
109,1,0,0,0,1113600,1,586500000,1,800000000
110,1,0,0,0,1113600,1,675750000,1,102000000
111,1,0,0,0,1113600,1,675750000,1,1062400000
112,1,0,0,0,1113600,1,675750000,1,1331200000
113,1,0,0,0,1113600,1,675750000,1,1600000000
114,1,0,0,0,1113600,1,675750000,1,1866000000
115,1,0,0,0,1113600,1,675750000,1,204000000
116,1,0,0,0,1113600,1,675750000,1,40800000
117,1,0,0,0,1113600,1,675750000,1,408000000
118,1,0,0,0,1113600,1,675750000,1,665600000
119,1,0,0,0,1113600,1,675750000,1,68000000
120,1,0,0,0,1113600,1,675750000,1,800000000
121,1,0,0,0,1113600,1,765000000,1,102000000
122,1,0,0,0,1113600,1,765000000,1,1062400000
123,1,0,0,0,1113600,1,765000000,1,1331200000
124,1,0,0,0,1113600,1,765000000,1,1600000000
125,1,0,0,0,1113600,1,765000000,1,1866000000
126,1,0,0,0,1113600,1,765000000,1,204000000
127,1,0,0,0,1113600,1,765000000,1,40800000
128,1,0,0,0,1113600,1,765000000,1,408000000
129,1,0,0,0,1113600,1,765000000,1,665600000
130,1,0,0,0,1113600,1,765000000,1,68000000
131,1,0,0,0,1113600,1,765000000,1,800000000
132,1,0,0,0,1113600,1,854250000,1,102000000
133,1,0,0,0,1113600,1,854250000,1,1062400000
134,1,0,0,0,1113600,1,854250000,1,1331200000
135,1,0,0,0,1113600,1,854250000,1,1600000000
136,1,0,0,0,1113600,1,854250000,1,1866000000
137,1,0,0,0,1113600,1,854250000,1,204000000
138,1,0,0,0,1113600,1,854250000,1,40800000
139,1,0,0,0,1113600,1,854250000,1,408000000
140,1,0,0,0,1113600,1,854250000,1,665600000
141,1,0,0,0,1113600,1,854250000,1,68000000
142,1,0,0,0,1113600,1,854250000,1,800000000
143,1,0,0,0,1113600,1,943500000,1,102000000
144,1,0,0,0,1113600,1,943500000,1,1062400000
145,1,0,0,0,1113600,1,943500000,1,1331200000
146,1,0,0,0,1113600,1,943500000,1,1600000000
147,1,0,0,0,1113600,1,943500000,1,1866000000
148,1,0,0,0,1113600,1,943500000,1,204000000
149,1,0,0,0,1113600,1,943500000,1,40800000
150,1,0,0,0,1113600,1,943500000,1,408000000
151,1,0,0,0,1113600,1,943500000,1,665600000
152,1,0,0,0,1113600,1,943500000,1,68000000
153,1,0,0,0,1113600,1,943500000,1,800000000
154,1,0,0,0,1267200,1,1032750000,1,102000000
155,1,0,0,0,1267200,1,1032750000,1,1062400000
156,1,0,0,0,1267200,1,1032750000,1,1331200000
157,1,0,0,0,1267200,1,1032750000,1,1600000000
158,1,0,0,0,1267200,1,1032750000,1,1866000000
159,1,0,0,0,1267200,1,1032750000,1,204000000
160,1,0,0,0,1267200,1,1032750000,1,40800000
161,1,0,0,0,1267200,1,1032750000,1,408000000
162,1,0,0,0,1267200,1,1032750000,1,665600000
163,1,0,0,0,1267200,1,1032750000,1,68000000
164,1,0,0,0,1267200,1,1032750000,1,800000000
165,1,0,0,0,1267200,1,1122000000,1,102000000
166,1,0,0,0,1267200,1,1122000000,1,1062400000
167,1,0,0,0,1267200,1,1122000000,1,1331200000
168,1,0,0,0,1267200,1,1122000000,1,1600000000
169,1,0,0,0,1267200,1,1122000000,1,1866000000
170,1,0,0,0,1267200,1,1122000000,1,204000000
171,1,0,0,0,1267200,1,1122000000,1,40800000
172,1,0,0,0,1267200,1,1122000000,1,408000000
173,1,0,0,0,1267200,1,1122000000,1,665600000
174,1,0,0,0,1267200,1,1122000000,1,68000000
175,1,0,0,0,1267200,1,1122000000,1,800000000
176,1,0,0,0,1267200,1,1211250000,1,102000000
177,1,0,0,0,1267200,1,1211250000,1,1062400000
178,1,0,0,0,1267200,1,1211250000,1,1331200000
179,1,0,0,0,1267200,1,1211250000,1,1600000000
180,1,0,0,0,1267200,1,1211250000,1,1866000000
181,1,0,0,0,1267200,1,1211250000,1,204000000
182,1,0,0,0,1267200,1,1211250000,1,40800000
183,1,0,0,0,1267200,1,1211250000,1,408000000
184,1,0,0,0,1267200,1,1211250000,1,665600000
185,1,0,0,0,1267200,1,1211250000,1,68000000
186,1,0,0,0,1267200,1,1211250000,1,800000000
187,1,0,0,0,1267200,1,1300500000,1,102000000
188,1,0,0,0,1267200,1,1300500000,1,1062400000
189,1,0,0,0,1267200,1,1300500000,1,1331200000
190,1,0,0,0,1267200,1,1300500000,1,1600000000
191,1,0,0,0,1267200,1,1300500000,1,1866000000
192,1,0,0,0,1267200,1,1300500000,1,204000000
193,1,0,0,0,1267200,1,1300500000,1,40800000
194,1,0,0,0,1267200,1,1300500000,1,408000000
195,1,0,0,0,1267200,1,1300500000,1,665600000
196,1,0,0,0,1267200,1,1300500000,1,68000000
197,1,0,0,0,1267200,1,1300500000,1,800000000
198,1,0,0,0,1267200,1,140250000,1,102000000
199,1,0,0,0,1267200,1,140250000,1,1062400000
200,1,0,0,0,1267200,1,140250000,1,1331200000
201,1,0,0,0,1267200,1,140250000,1,1600000000
202,1,0,0,0,1267200,1,140250000,1,1866000000
203,1,0,0,0,1267200,1,140250000,1,204000000
204,1,0,0,0,1267200,1,140250000,1,40800000
205,1,0,0,0,1267200,1,140250000,1,408000000
206,1,0,0,0,1267200,1,140250000,1,665600000
207,1,0,0,0,1267200,1,140250000,1,68000000
208,1,0,0,0,1267200,1,140250000,1,800000000
209,1,0,0,0,1267200,1,229500000,1,102000000
210,1,0,0,0,1267200,1,229500000,1,1062400000
211,1,0,0,0,1267200,1,229500000,1,1331200000
212,1,0,0,0,1267200,1,229500000,1,1600000000
213,1,0,0,0,1267200,1,229500000,1,1866000000
214,1,0,0,0,1267200,1,229500000,1,204000000
215,1,0,0,0,1267200,1,229500000,1,40800000
216,1,0,0,0,1267200,1,229500000,1,408000000
217,1,0,0,0,1267200,1,229500000,1,665600000
218,1,0,0,0,1267200,1,229500000,1,68000000
219,1,0,0,0,1267200,1,229500000,1,800000000
220,1,0,0,0,1267200,1,318750000,1,102000000
221,1,0,0,0,1267200,1,318750000,1,1062400000
222,1,0,0,0,1267200,1,318750000,1,1331200000
223,1,0,0,0,1267200,1,318750000,1,1600000000
224,1,0,0,0,1267200,1,318750000,1,1866000000
225,1,0,0,0,1267200,1,318750000,1,204000000
226,1,0,0,0,1267200,1,318750000,1,40800000
227,1,0,0,0,1267200,1,318750000,1,408000000
228,1,0,0,0,1267200,1,318750000,1,665600000
229,1,0,0,0,1267200,1,318750000,1,68000000
230,1,0,0,0,1267200,1,318750000,1,800000000
231,1,0,0,0,1267200,1,408000000,1,102000000
232,1,0,0,0,1267200,1,408000000,1,1062400000
233,1,0,0,0,1267200,1,408000000,1,1331200000
234,1,0,0,0,1267200,1,408000000,1,1600000000
235,1,0,0,0,1267200,1,408000000,1,1866000000
236,1,0,0,0,1267200,1,408000000,1,204000000
237,1,0,0,0,1267200,1,408000000,1,40800000
238,1,0,0,0,1267200,1,408000000,1,408000000
239,1,0,0,0,1267200,1,408000000,1,665600000
240,1,0,0,0,1267200,1,408000000,1,68000000
241,1,0,0,0,1267200,1,408000000,1,800000000
242,1,0,0,0,1267200,1,497250000,1,102000000
243,1,0,0,0,1267200,1,497250000,1,1062400000
244,1,0,0,0,1267200,1,497250000,1,1331200000
245,1,0,0,0,1267200,1,497250000,1,1600000000
246,1,0,0,0,1267200,1,497250000,1,1866000000
247,1,0,0,0,1267200,1,497250000,1,204000000
248,1,0,0,0,1267200,1,497250000,1,40800000
249,1,0,0,0,1267200,1,497250000,1,408000000
250,1,0,0,0,1267200,1,497250000,1,665600000
251,1,0,0,0,1267200,1,497250000,1,68000000
252,1,0,0,0,1267200,1,497250000,1,800000000
253,1,0,0,0,1267200,1,586500000,1,102000000
254,1,0,0,0,1267200,1,586500000,1,1062400000
255,1,0,0,0,1267200,1,586500000,1,1331200000
256,1,0,0,0,1267200,1,586500000,1,1600000000
257,1,0,0,0,1267200,1,586500000,1,1866000000
258,1,0,0,0,1267200,1,586500000,1,204000000
259,1,0,0,0,1267200,1,586500000,1,40800000
260,1,0,0,0,1267200,1,586500000,1,408000000
261,1,0,0,0,1267200,1,586500000,1,665600000
262,1,0,0,0,1267200,1,586500000,1,68000000
263,1,0,0,0,1267200,1,586500000,1,800000000
264,1,0,0,0,1267200,1,675750000,1,102000000
265,1,0,0,0,1267200,1,675750000,1,1062400000
266,1,0,0,0,1267200,1,675750000,1,1331200000
267,1,0,0,0,1267200,1,675750000,1,1600000000
268,1,0,0,0,1267200,1,675750000,1,1866000000
269,1,0,0,0,1267200,1,675750000,1,204000000
270,1,0,0,0,1267200,1,675750000,1,40800000
271,1,0,0,0,1267200,1,675750000,1,408000000
272,1,0,0,0,1267200,1,675750000,1,665600000
273,1,0,0,0,1267200,1,675750000,1,68000000
274,1,0,0,0,1267200,1,675750000,1,800000000
275,1,0,0,0,1267200,1,765000000,1,102000000
276,1,0,0,0,1267200,1,765000000,1,1062400000
277,1,0,0,0,1267200,1,765000000,1,1331200000
278,1,0,0,0,1267200,1,765000000,1,1600000000
279,1,0,0,0,1267200,1,765000000,1,1866000000
280,1,0,0,0,1267200,1,765000000,1,204000000
281,1,0,0,0,1267200,1,765000000,1,40800000
282,1,0,0,0,1267200,1,765000000,1,408000000
283,1,0,0,0,1267200,1,765000000,1,665600000
284,1,0,0,0,1267200,1,765000000,1,68000000
285,1,0,0,0,1267200,1,765000000,1,800000000
286,1,0,0,0,1267200,1,854250000,1,102000000
287,1,0,0,0,1267200,1,854250000,1,1062400000
288,1,0,0,0,1267200,1,854250000,1,1331200000
289,1,0,0,0,1267200,1,854250000,1,1600000000
290,1,0,0,0,1267200,1,854250000,1,1866000000
291,1,0,0,0,1267200,1,854250000,1,204000000
292,1,0,0,0,1267200,1,854250000,1,40800000
293,1,0,0,0,1267200,1,854250000,1,408000000
294,1,0,0,0,1267200,1,854250000,1,665600000
295,1,0,0,0,1267200,1,854250000,1,68000000
296,1,0,0,0,1267200,1,854250000,1,800000000
297,1,0,0,0,1267200,1,943500000,1,102000000
298,1,0,0,0,1267200,1,943500000,1,1062400000
299,1,0,0,0,1267200,1,943500000,1,1331200000
300,1,0,0,0,1267200,1,943500000,1,1600000000
301,1,0,0,0,1267200,1,943500000,1,1866000000
302,1,0,0,0,1267200,1,943500000,1,204000000
303,1,0,0,0,1267200,1,943500000,1,40800000
304,1,0,0,0,1267200,1,943500000,1,408000000
305,1,0,0,0,1267200,1,943500000,1,665600000
306,1,0,0,0,1267200,1,943500000,1,68000000
307,1,0,0,0,1267200,1,943500000,1,800000000
308,1,0,0,0,1420800,1,1032750000,1,102000000
309,1,0,0,0,1420800,1,1032750000,1,1062400000
310,1,0,0,0,1420800,1,1032750000,1,1331200000
311,1,0,0,0,1420800,1,1032750000,1,1600000000
312,1,0,0,0,1420800,1,1032750000,1,1866000000
313,1,0,0,0,1420800,1,1032750000,1,204000000
314,1,0,0,0,1420800,1,1032750000,1,40800000
315,1,0,0,0,1420800,1,1032750000,1,408000000
316,1,0,0,0,1420800,1,1032750000,1,665600000
317,1,0,0,0,1420800,1,1032750000,1,68000000
318,1,0,0,0,1420800,1,1032750000,1,800000000
319,1,0,0,0,1420800,1,1122000000,1,102000000
320,1,0,0,0,1420800,1,1122000000,1,1062400000
321,1,0,0,0,1420800,1,1122000000,1,1331200000
322,1,0,0,0,1420800,1,1122000000,1,1600000000
323,1,0,0,0,1420800,1,1122000000,1,1866000000
324,1,0,0,0,1420800,1,1122000000,1,204000000
325,1,0,0,0,1420800,1,1122000000,1,40800000
326,1,0,0,0,1420800,1,1122000000,1,408000000
327,1,0,0,0,1420800,1,1122000000,1,665600000
328,1,0,0,0,1420800,1,1122000000,1,68000000
329,1,0,0,0,1420800,1,1122000000,1,800000000
330,1,0,0,0,1420800,1,1211250000,1,102000000
331,1,0,0,0,1420800,1,1211250000,1,1062400000
332,1,0,0,0,1420800,1,1211250000,1,1331200000
333,1,0,0,0,1420800,1,1211250000,1,1600000000
334,1,0,0,0,1420800,1,1211250000,1,1866000000
335,1,0,0,0,1420800,1,1211250000,1,204000000
336,1,0,0,0,1420800,1,1211250000,1,40800000
337,1,0,0,0,1420800,1,1211250000,1,408000000
338,1,0,0,0,1420800,1,1211250000,1,665600000
339,1,0,0,0,1420800,1,1211250000,1,68000000
340,1,0,0,0,1420800,1,1211250000,1,800000000
341,1,0,0,0,1420800,1,1300500000,1,102000000
342,1,0,0,0,1420800,1,1300500000,1,1062400000
343,1,0,0,0,1420800,1,1300500000,1,1331200000
344,1,0,0,0,1420800,1,1300500000,1,1600000000
345,1,0,0,0,1420800,1,1300500000,1,1866000000
346,1,0,0,0,1420800,1,1300500000,1,204000000
347,1,0,0,0,1420800,1,1300500000,1,40800000
348,1,0,0,0,1420800,1,1300500000,1,408000000
349,1,0,0,0,1420800,1,1300500000,1,665600000
350,1,0,0,0,1420800,1,1300500000,1,68000000
351,1,0,0,0,1420800,1,1300500000,1,800000000
352,1,0,0,0,1420800,1,140250000,1,102000000
353,1,0,0,0,1420800,1,140250000,1,1062400000
354,1,0,0,0,1420800,1,140250000,1,1331200000
355,1,0,0,0,1420800,1,140250000,1,1600000000
356,1,0,0,0,1420800,1,140250000,1,1866000000
357,1,0,0,0,1420800,1,140250000,1,204000000
358,1,0,0,0,1420800,1,140250000,1,40800000
359,1,0,0,0,1420800,1,140250000,1,408000000
360,1,0,0,0,1420800,1,140250000,1,665600000
361,1,0,0,0,1420800,1,140250000,1,68000000
362,1,0,0,0,1420800,1,140250000,1,800000000
363,1,0,0,0,1420800,1,229500000,1,102000000
364,1,0,0,0,1420800,1,229500000,1,1062400000
365,1,0,0,0,1420800,1,229500000,1,1331200000
366,1,0,0,0,1420800,1,229500000,1,1600000000
367,1,0,0,0,1420800,1,229500000,1,1866000000
368,1,0,0,0,1420800,1,229500000,1,204000000
369,1,0,0,0,1420800,1,229500000,1,40800000
370,1,0,0,0,1420800,1,229500000,1,408000000
371,1,0,0,0,1420800,1,229500000,1,665600000
372,1,0,0,0,1420800,1,229500000,1,68000000
373,1,0,0,0,1420800,1,229500000,1,800000000
374,1,0,0,0,1420800,1,318750000,1,102000000
375,1,0,0,0,1420800,1,318750000,1,1062400000
376,1,0,0,0,1420800,1,318750000,1,1331200000
377,1,0,0,0,1420800,1,318750000,1,1600000000
378,1,0,0,0,1420800,1,318750000,1,1866000000
379,1,0,0,0,1420800,1,318750000,1,204000000
380,1,0,0,0,1420800,1,318750000,1,40800000
381,1,0,0,0,1420800,1,318750000,1,408000000
382,1,0,0,0,1420800,1,318750000,1,665600000
383,1,0,0,0,1420800,1,318750000,1,68000000
384,1,0,0,0,1420800,1,318750000,1,800000000
385,1,0,0,0,1420800,1,408000000,1,102000000
386,1,0,0,0,1420800,1,408000000,1,1062400000
387,1,0,0,0,1420800,1,408000000,1,1331200000
388,1,0,0,0,1420800,1,408000000,1,1600000000
389,1,0,0,0,1420800,1,408000000,1,1866000000
390,1,0,0,0,1420800,1,408000000,1,204000000
391,1,0,0,0,1420800,1,408000000,1,40800000
392,1,0,0,0,1420800,1,408000000,1,408000000
393,1,0,0,0,1420800,1,408000000,1,665600000
394,1,0,0,0,1420800,1,408000000,1,68000000
395,1,0,0,0,1420800,1,408000000,1,800000000
396,1,0,0,0,1420800,1,497250000,1,102000000
397,1,0,0,0,1420800,1,497250000,1,1062400000
398,1,0,0,0,1420800,1,497250000,1,1331200000
399,1,0,0,0,1420800,1,497250000,1,1600000000
400,1,0,0,0,1420800,1,497250000,1,1866000000
401,1,0,0,0,1420800,1,497250000,1,204000000
402,1,0,0,0,1420800,1,497250000,1,40800000
403,1,0,0,0,1420800,1,497250000,1,408000000
404,1,0,0,0,1420800,1,497250000,1,665600000
405,1,0,0,0,1420800,1,497250000,1,68000000
406,1,0,0,0,1420800,1,497250000,1,800000000
407,1,0,0,0,1420800,1,586500000,1,102000000
408,1,0,0,0,1420800,1,586500000,1,1062400000
409,1,0,0,0,1420800,1,586500000,1,1331200000
410,1,0,0,0,1420800,1,586500000,1,1600000000
411,1,0,0,0,1420800,1,586500000,1,1866000000
412,1,0,0,0,1420800,1,586500000,1,204000000
413,1,0,0,0,1420800,1,586500000,1,40800000
414,1,0,0,0,1420800,1,586500000,1,408000000
415,1,0,0,0,1420800,1,586500000,1,665600000
416,1,0,0,0,1420800,1,586500000,1,68000000
417,1,0,0,0,1420800,1,586500000,1,800000000
418,1,0,0,0,1420800,1,675750000,1,102000000
419,1,0,0,0,1420800,1,675750000,1,1062400000
420,1,0,0,0,1420800,1,675750000,1,1331200000
421,1,0,0,0,1420800,1,675750000,1,1600000000
422,1,0,0,0,1420800,1,675750000,1,1866000000
423,1,0,0,0,1420800,1,675750000,1,204000000
424,1,0,0,0,1420800,1,675750000,1,40800000
425,1,0,0,0,1420800,1,675750000,1,408000000
426,1,0,0,0,1420800,1,675750000,1,665600000
427,1,0,0,0,1420800,1,675750000,1,68000000
428,1,0,0,0,1420800,1,675750000,1,800000000
429,1,0,0,0,1420800,1,765000000,1,102000000
430,1,0,0,0,1420800,1,765000000,1,1062400000
431,1,0,0,0,1420800,1,765000000,1,1331200000
432,1,0,0,0,1420800,1,765000000,1,1600000000
433,1,0,0,0,1420800,1,765000000,1,1866000000
434,1,0,0,0,1420800,1,765000000,1,204000000
435,1,0,0,0,1420800,1,765000000,1,40800000
436,1,0,0,0,1420800,1,765000000,1,408000000
437,1,0,0,0,1420800,1,765000000,1,665600000
438,1,0,0,0,1420800,1,765000000,1,68000000
439,1,0,0,0,1420800,1,765000000,1,800000000
440,1,0,0,0,1420800,1,854250000,1,102000000
441,1,0,0,0,1420800,1,854250000,1,1062400000
442,1,0,0,0,1420800,1,854250000,1,1331200000
443,1,0,0,0,1420800,1,854250000,1,1600000000
444,1,0,0,0,1420800,1,854250000,1,1866000000
445,1,0,0,0,1420800,1,854250000,1,204000000
446,1,0,0,0,1420800,1,854250000,1,40800000
447,1,0,0,0,1420800,1,854250000,1,408000000
448,1,0,0,0,1420800,1,854250000,1,665600000
449,1,0,0,0,1420800,1,854250000,1,68000000
450,1,0,0,0,1420800,1,854250000,1,800000000
451,1,0,0,0,1420800,1,943500000,1,102000000
452,1,0,0,0,1420800,1,943500000,1,1062400000
453,1,0,0,0,1420800,1,943500000,1,1331200000
454,1,0,0,0,1420800,1,943500000,1,1600000000
455,1,0,0,0,1420800,1,943500000,1,1866000000
456,1,0,0,0,1420800,1,943500000,1,204000000
457,1,0,0,0,1420800,1,943500000,1,40800000
458,1,0,0,0,1420800,1,943500000,1,408000000
459,1,0,0,0,1420800,1,943500000,1,665600000
460,1,0,0,0,1420800,1,943500000,1,68000000
461,1,0,0,0,1420800,1,943500000,1,800000000
462,1,0,0,0,1574400,1,1032750000,1,102000000
463,1,0,0,0,1574400,1,1032750000,1,1062400000
464,1,0,0,0,1574400,1,1032750000,1,1331200000
465,1,0,0,0,1574400,1,1032750000,1,1600000000
466,1,0,0,0,1574400,1,1032750000,1,1866000000
467,1,0,0,0,1574400,1,1032750000,1,204000000
468,1,0,0,0,1574400,1,1032750000,1,40800000
469,1,0,0,0,1574400,1,1032750000,1,408000000
470,1,0,0,0,1574400,1,1032750000,1,665600000
471,1,0,0,0,1574400,1,1032750000,1,68000000
472,1,0,0,0,1574400,1,1032750000,1,800000000
473,1,0,0,0,1574400,1,1122000000,1,102000000
474,1,0,0,0,1574400,1,1122000000,1,1062400000
475,1,0,0,0,1574400,1,1122000000,1,1331200000
476,1,0,0,0,1574400,1,1122000000,1,1600000000
477,1,0,0,0,1574400,1,1122000000,1,1866000000
478,1,0,0,0,1574400,1,1122000000,1,204000000
479,1,0,0,0,1574400,1,1122000000,1,40800000
480,1,0,0,0,1574400,1,1122000000,1,408000000
481,1,0,0,0,1574400,1,1122000000,1,665600000
482,1,0,0,0,1574400,1,1122000000,1,68000000
483,1,0,0,0,1574400,1,1122000000,1,800000000
484,1,0,0,0,1574400,1,1211250000,1,102000000
485,1,0,0,0,1574400,1,1211250000,1,1062400000
486,1,0,0,0,1574400,1,1211250000,1,1331200000
487,1,0,0,0,1574400,1,1211250000,1,1600000000
488,1,0,0,0,1574400,1,1211250000,1,1866000000
489,1,0,0,0,1574400,1,1211250000,1,204000000
490,1,0,0,0,1574400,1,1211250000,1,40800000
491,1,0,0,0,1574400,1,1211250000,1,408000000
492,1,0,0,0,1574400,1,1211250000,1,665600000
493,1,0,0,0,1574400,1,1211250000,1,68000000
494,1,0,0,0,1574400,1,1211250000,1,800000000
495,1,0,0,0,1574400,1,1300500000,1,102000000
496,1,0,0,0,1574400,1,1300500000,1,1062400000
497,1,0,0,0,1574400,1,1300500000,1,1331200000
498,1,0,0,0,1574400,1,1300500000,1,1600000000
499,1,0,0,0,1574400,1,1300500000,1,1866000000
500,1,0,0,0,1574400,1,1300500000,1,204000000
501,1,0,0,0,1574400,1,1300500000,1,40800000
502,1,0,0,0,1574400,1,1300500000,1,408000000
503,1,0,0,0,1574400,1,1300500000,1,665600000
504,1,0,0,0,1574400,1,1300500000,1,68000000
505,1,0,0,0,1574400,1,1300500000,1,800000000
506,1,0,0,0,1574400,1,140250000,1,102000000
507,1,0,0,0,1574400,1,140250000,1,1062400000
508,1,0,0,0,1574400,1,140250000,1,1331200000
509,1,0,0,0,1574400,1,140250000,1,1600000000
510,1,0,0,0,1574400,1,140250000,1,1866000000
511,1,0,0,0,1574400,1,140250000,1,204000000
512,1,0,0,0,1574400,1,140250000,1,40800000
513,1,0,0,0,1574400,1,140250000,1,408000000
514,1,0,0,0,1574400,1,140250000,1,665600000
515,1,0,0,0,1574400,1,140250000,1,68000000
516,1,0,0,0,1574400,1,140250000,1,800000000
517,1,0,0,0,1574400,1,229500000,1,102000000
518,1,0,0,0,1574400,1,229500000,1,1062400000
519,1,0,0,0,1574400,1,229500000,1,1331200000
520,1,0,0,0,1574400,1,229500000,1,1600000000
521,1,0,0,0,1574400,1,229500000,1,1866000000
